ra,dec,sdss_name,hst_name
40.67561374141102,-0.0246305077208947,301_1752_3_133,hst_17165_05_wfc3_uvis_f555w_ieyq05
27.37769056262365,-0.8151546341328872,301_3325_2_290,hst_skycell-p1239x14y16_acs_wfc_f475w_all
11.78406106179025,42.09144880179203,301_3356_3_91,jbfq06020
179.55476076831116,-1.4850444624523218,301_1231_6_69,hst_16461_56_acs_wfc_f814w_jehy56
259.32181294931655,59.54844298664746,301_1339_6_50,hst_9753_23_acs_wfc_f814w_j8t823
334.46317684441107,0.3532377280496452,301_4858_4_184,hst_12527_02_acs_wfc_f814w_jbru02
15.850099923474698,21.915455187311764,301_7917_3_202,hst_13738_03_wfc3_uvis_f814w_icng03
83.80123336364332,-5.521554655134395,301_6073_4_65,jcol53010
200.82442732099386,-1.992478315767215,301_2333_5_26,hst_skycell-p1282x08y11_acs_wfc_f435w_all
11.773307300632696,42.122577808857315,301_3356_3_90,hst_12076_13_acs_wfc_f475w_jbfe13
358.03677949497546,31.277123537491782,301_8150_1_25,idja24010
241.11300511345976,43.39397609101281,301_3226_3_61,j9sw13010
151.32937615685054,40.250410586511016,301_3562_5_33,hst_skycell-p2115x07y20_wfc3_uvis_f475w_all
341.2614478447491,0.6592778021433395,301_4874_5_296,icv220010
38.93584540516914,-0.08012630177701906,301_2738_3_178,hst_skycell-p1242x15y19_acs_wfc_f814w_all
40.68183759931438,-0.020686111432106385,301_4874_3_692,ieyq12020
8.711429831424498,39.38012316896586,301_3366_3_60,hst_16730_43_wfc3_uvis_f814w_ieq443
6.6438894974256595,17.162614570717437,301_7912_3_199,hst_10325_c4_acs_wfc_f435w_j91jc4
11.268731437133367,41.66480911772886,301_3356_3_86,jbft10010
11.00034787045242,41.24710588056883,301_3356_3_84,hst_12107_13_acs_wfc_f814w_jbfi13
214.00355410750402,16.627270015564516,301_5322_6_29,hst_skycell-p1729x09y05_wfc3_uvis_f606w_all
42.37162791086476,-0.3512078138096257,301_125_3_357,hst_skycell-p1333x18y01_wfc3_uvis_f814w_all
184.38804780960058,45.69257881555301,301_3813_5_224,hst_skycell-p2258x15y10_acs_wfc_f435w_all
149.7702753775775,2.3753681312724666,301_1907_4_181,hst_9822_6k_acs_wfc_f814w_j8pu6k
137.39224955320697,33.12264679593524,301_4516_1_85,hst_15645_05_acs_wfc_f814w_jdxk05
189.98948343580383,-11.540899019535175,301_6005_6_86,icz905040
11.07905077881763,41.269597924813795,301_3366_3_78,jbfi12020
1.5913527102907172,-0.07232867858890778,301_4927_3_362,hst_16281_02_wfc3_uvis_f606w_iecs02
232.8358246990544,0.29237122231192864,301_1477_4_76,hst_skycell-p1380x07y04_acs_wfc_f775w_all
150.0384214413905,2.0584066145659534,301_1458_3_169,hst_9822_4w_acs_wfc_f814w_j8pu4w
169.62082379788131,15.056256773287217,301_3631_5_352,hst_9405_5f_acs_wfc_f435w_j8iy5f
137.6974250052079,53.88655668043355,301_1889_6_228,j9p007030
40.45336579105779,-8.398833860420964,301_1045_3_42,je5656010
222.36538218528344,9.092388120164728,301_3903_6_272,j8n211010
15.92864025404113,-0.4108261894296321,301_4203_3_511,hst_skycell-p1326x11y01_acs_wfc_f775w_all
10.111402738245182,39.31066551625218,301_3356_1_71,hst_skycell-p2087x11y16_acs_wfc_f606w_all
54.73099798192184,-0.08794775432619702,301_94_3_534,hst_12553_03_wfc3_uvis_f606w_ibpp03
171.4576483468429,-8.824778459581907,301_5976_3_119,hst_skycell-p1096x04y16_wfc3_uvis_f390w_all
149.91014313601775,2.2427531837856804,301_1462_4_164,hst_9822_67_acs_wfc_f814w_j8pu67
143.73797767279203,17.044230429653766,301_5183_3_88,jc0801020
114.38388143475258,32.25367763318539,301_6581_3_214,hst_skycell-p1955x09y20_acs_wfc_f814w_all
149.48318059754166,2.0465482181693773,301_1907_3_179,j8xi9v010
179.4829328591009,55.479673424286254,301_3103_5_135,hst_skycell-p2376x04y17_acs_wfc_f606w_all
198.6418586395569,-3.1384755813708836,301_2333_2_12,hst_skycell-p1282x17y06_acs_wfc_f475w_all
83.80120787137432,-5.4280579865664,301_5181_3_111,jcol19010
126.88549465554094,29.918160016377456,301_3530_3_70,hst_12272_02_wfc3_uvis_f814w_ibi702
12.528700868802899,41.65891129565419,301_3367_2_85,hst_skycell-p2159x05y10_acs_wfc_f814w_all
11.18466360332336,41.42912822523821,301_3367_3_79,hst_12075_13_acs_wfc_f475w_jbfd13
150.15970473172524,2.7386229688753048,301_1458_5_169,hst_10092_6j_acs_wfc_f814w_j8xi6j
148.92559899667543,69.67388788361833,301_4264_5_261,icu002030
137.4600468334465,45.67722604560311,301_2825_2_208,hst_10780_02_acs_wfc_f606w_j9m802
192.70457484477802,41.19610546194886,301_3893_1_214,hst_skycell-p2193x04y08_acs_wfc_f435w_all
259.52233515324065,59.6321039795313,301_1339_6_49,j8t828020
150.46256551114985,55.704504483562985,301_2138_5_38,jdxk30010
187.70965012823402,12.390090694715239,301_3836_3_258,hst_10543_33_acs_wfc_f814w_j9e033
145.2064617695145,7.730690132528835,301_3031_4_168,hst_skycell-p1537x13y01_acs_wfc_f814w_all
28.226256323006854,0.38149747690472025,301_4128_4_312,hst_15939_08_wfc3_uvis_f475w_ie4i08
184.75332587657175,47.29801547932476,301_3699_3_20,jdxk32010
157.69364795821465,50.8577786483984,301_2740_2_326,hst_12025_01_wfc3_uvis_f606w_ibg801
170.10632103731402,12.880479057499258,301_3836_5_144,hst_skycell-p1632x18y06_acs_wfc_f435w_all
150.02120206590243,2.2787733597252355,301_1458_4_168,hst_12461_d4_acs_wfc_f814w_jbwjd4
40.672061514803424,-0.008803239226891631,301_4203_4_677,idm104010
161.778335549073,17.278494271566046,301_5374_6_64,hst_9351_12_acs_wfc_f555w_j8d212
151.81968105841483,15.998592735656345,301_5867_6_233,hst_skycell-p1714x06y03_wfc3_uvis_f606w_all
116.23103607531164,28.178932524853018,301_2711_5_53,hst_skycell-p1956x19y03_acs_wfc_f606w_all
11.225848709304914,41.5305106404675,301_3366_3_80,hst_9767_40_acs_wfc_f606w_j8o440
158.5930183672701,51.91320603480466,301_2821_3_96,ibpb35030
343.3595207668181,0.9024254103716204,301_3388_6_208,hst_16461_r1_acs_wfc_f814w_jehyr1
40.672456268101875,-0.014725882714990994,301_4203_4_677,hst_17165_07_wfc3_uvis_f555w_ieyq07
40.89801763866242,-1.1290643252389796,301_7183_1_229,idiq15010
191.2607280431667,-0.42142354591564435,301_752_3_318,hst_17079_22_acs_wfc_f606w_jeyr22
150.18451739451467,1.6541670649538103,301_1907_2_184,hst_10092_62_acs_wfc_f814w_j8xi62
9.689886079898608,42.37748419532717,301_3366_6_79,hst_skycell-p2159x14y13_acs_wfc_f814w_all
29.769946589705896,-0.8251497939136444,301_2820_1_65,j9p003010
8.80029363663922,1.1937217235315956,301_3437_6_402,jd5k12020
355.08782671101267,0.9422191521831393,301_3325_6_75,hst_skycell-p1411x15y07_acs_wfc_f475w_all
177.41872814315346,22.300183421822666,301_5183_3_302,hst_13504_b2_acs_wfc_f435w_jcdub2
334.46317684441107,0.3532377280496452,301_1009_4_178,hst_12527_02_acs_wfc_f814w_jbru02
259.3492763927734,59.729243294728896,301_1339_6_48,hst_9753_13_acs_wfc_f814w_j8t813
203.82804226950867,40.9999430380714,301_3919_4_21,hst_skycell-p2196x19y07_acs_wfc_f435w_all
40.45432670870445,-8.402695816877225,301_1893_3_81,je5619010
115.18926521158427,31.353302676126848,301_2137_4_87,hst_skycell-p1955x06y17_acs_wfc_f775w_all
150.1217166042241,1.6116426681810336,301_1907_2_183,hst_10092_6p_acs_wfc_f814w_j8xi6p
116.336483559012,39.50189502340344,301_1345_5_55,hst_13459_40_acs_wfc_f814w_jca540
29.51047166724598,-0.9177079649001549,301_2738_1_115,hst_skycell-p1239x05y16_acs_wfc_f814w_all
49.23620938627974,-0.041531825991894894,301_4868_3_537,hst_11643_02_wfc3_uvis_f625w_ib3v02
40.67442379595658,-0.024975156441705705,301_3458_4_19,hst_17165_12_wfc3_uvis_f555w_ieyq12
138.312610510545,59.325326669762454,301_3600_4_55,hst_10334_05_acs_wfc_f775w_j91105
149.65310094828519,2.018137593957462,301_1458_3_166,hst_10092_20_acs_wfc_f814w_j8xi20
13.682213964276544,1.2245211813693828,301_2728_6_504,j93y94020
40.07061660213944,-1.620228323106545,301_7780_5_169,jcsz92010
11.06261693501856,41.670664892538376,301_3356_3_86,jbft08020
40.45940024382188,-8.391700410950632,301_1729_3_349,je5603010
40.45432670870445,-8.402695816877225,301_1893_3_80,je5619010
186.58480925605843,12.570507078727033,301_3064_4_33,hst_9363_06_acs_wfc_f555w_j8d806
40.67257381649221,-0.014843418519342804,301_2709_4_139,hst_17165_11_wfc3_uvis_f555w_ieyq11
5.10772498034228,15.680468991561042,301_1011_5_64,hst_16281_29_wfc3_uvis_f606w_iecs29
169.6514656292412,15.04942989315816,301_3631_5_353,hst_9405_5b_acs_wfc_f606w_j8iy5b
261.21602383229276,59.2566349917963,301_3358_2_34,hst_10848_06_acs_wfc_f475w_j9om06
185.4439314653842,4.480927922794393,301_2190_2_23,hst_skycell-p1458x14y05_acs_wfc_f814w_all
355.08068252620035,0.9254411326956935,301_4203_6_372,hst_10813_12_acs_wfc_f775w_j9p012
83.5658835267142,-5.269354738287703,301_1926_4_70,hst_13826_22_acs_wfc_f775w_jcol22
11.146036036870973,41.60841810748637,301_3356_3_86,hst_12057_11_acs_wfc_f475w_jbf111
